,이름,충전타입,주소,위도,경도,출력,충전방식,지역코드,이용자제한,이용자제한사유,무료 주차,실시간 상태(5분),0 : 1,0 : 2,0 : 3,0 : 4,0 : 5
3166,대천동주민센터,06,제주특별자치도 서귀포시 도순로 44,33.251056,126.477564,,,50,,,Y,2,2,2,2,2,2
3167,동부소방서,06,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,33.460444,126.910027,,,50,,,Y,2,2,2,2,2,2
3168,서귀포해양경비안전서,06,제주특별자치도 서귀포시 서호남로 11,33.251271,126.513811,,,50,,,Y,2,2,2,2,2,2
3169,서귀포해양경비안전서,06,제주특별자치도 서귀포시 서호남로 11,33.251271,126.513811,,,50,,,Y,2,2,2,2,2,2
3170,성산하수처리장,06,제주특별자치도 서귀포시 성산읍 고성동서로 115,33.452052,126.918956,,,50,,,Y,2,2,2,2,2,2
3171,성산하수처리장,02,제주특별자치도 서귀포시 성산읍 고성동서로 115,33.452052,126.918956,,,50,,,Y,2,2,2,2,2,2
3172,성산하수처리장,02,제주특별자치도 서귀포시 성산읍 고성동서로 115,33.452052,126.918956,,,50,,,Y,9,9,9,9,9,9
3173,안덕119센터,06,제주특별자치도 서귀포시 대정읍 화순서서로 2,33.268306,126.260725,,,50,,,Y,9,9,9,9,9,9
3174,안덕119센터,06,제주특별자치도 서귀포시 대정읍 화순서서로 2,33.268306,126.260725,,,50,,,Y,9,9,9,9,9,9
3175,안덕계곡 주차장,06,제주특별자치도 서귀포시 감산리 345,33.257836,126.353287,,,50,,,Y,2,2,2,2,2,2
3176,안덕계곡 주차장,06,제주특별자치도 서귀포시 감산리 345,33.257836,126.353287,,,50,,,Y,2,2,2,2,2,2
3177,안덕생활체육관,06,제주특별자치도 서귀포시 화순서서로 59,33.256075,126.328364,,,50,,,Y,3,3,3,3,3,3
3178,안덕생활체육관,06,제주특별자치도 서귀포시 화순서서로 59,33.256075,126.328364,,,50,,,Y,2,2,2,2,2,2
3179,영실매표소,06,제주특별자치도 서귀포시 영실로 246,33.370049,126.555628,,,50,,,Y,2,2,2,2,2,2
3180,영어교육도시119센터,06,제주특별자치도 서귀포시 대정읍 에듀시티로 238,33.282212,126.272676,,,50,,,Y,2,2,2,2,2,2
3181,영어교육도시119센터,06,제주특별자치도 서귀포시 대정읍 에듀시티로 238,33.282212,126.272676,,,50,,,Y,2,2,2,2,2,2
3182,예래동주민센터,06,제주특별자치도 서귀포시 예래로 82,33.254524,126.397962,,,50,,,Y,2,2,2,2,2,2
3183,용머리해안,06,제주특별자치도 서귀포시 안덕면 사계남로216번길 28,33.2339822,126.311100,,,50,,,Y,9,9,9,9,9,9
3184,용머리해안,06,제주특별자치도 서귀포시 안덕면 사계남로216번길 28,33.2339822,126.311100,,,50,,,Y,9,9,9,9,9,9
3185,용머리해안,02,제주특별자치도 서귀포시 안덕면 사계남로216번길 28,33.2339822,126.311100,,,50,,,Y,9,9,9,9,9,9
3186,제주국제평화센터,06,제주특별자치도 서귀포시 중문관광로 227-24,33.244668,126.421889,,,50,,,Y,2,2,2,2,2,2
3187,제주국제평화센터,06,제주특별자치도 서귀포시 중문관광로 227-24,33.244668,126.421889,,,50,,,Y,2,2,2,2,2,2
3188,청소년 문화의 집,06,제주특별자치도 서귀포시 화순로 56번길 20,33.249783,126.337094,,,50,,,Y,3,3,3,3,3,3
3189,화순리 종합복지관,06,제주특별자치도 서귀포시 화순서서로 106,33.242815,126.336263,,,50,,,Y,3,3,3,3,3,3
3190,서부농업기술센터,06,제주특별자치도 제주시 한림읍 월림7길 90,33.35376181622,126.2486856747,,,50,,,Y,3,3,3,3,3,3
3191,서부농업기술센터,06,제주특별자치도 제주시 한림읍 월림7길 90,33.35376181622,126.2486856747,,,50,,,Y,2,2,2,2,2,2
3192,제주KCTV,06,제주특별자치도 제주시 아연로 2,33.48129145977,126.4962611504,,,50,,,Y,9,9,9,9,9,9
3193,제주KCTV,06,제주특별자치도 제주시 아연로 2,33.48129145977,126.4962611504,,,50,,,Y,9,9,9,9,9,9
3194,대림 e편한세상,02,제주특별자치도 서귀포시 동홍동 동홍중앙로 61,33.2560147682,126.5716717128,,,50,,,Y,2,2,2,2,2,2
3195,대림 e편한세상,02,제주특별자치도 서귀포시 동홍동 동홍중앙로 61,33.2560147682,126.5716717128,,,50,,,Y,2,2,2,2,2,2
3196,건입현대 아파트,06,제주특별자치도 제주시 건입동 만덕로3길 26,33.5167338146,126.5352158506,,,50,,,Y,9,9,9,9,9,9
3197,금천뜨래별,02,제주특별자치도 제주시 아라이동 금천길 27,33.4801160397,126.5532284935,,,50,,,Y,2,2,2,2,2,2
3198,금천뜨래별,02,제주특별자치도 제주시 아라이동 금천길 27,33.4801160397,126.5532284935,,,50,,,Y,2,2,2,2,2,2
3199,노형 대림 아파트,02,제주특별자치도 제주시 노형동 다랑곶4길 9 ,33.4877398182,126.4801462806,,,50,,,Y,2,2,2,2,2,2
3200,노형 대림 아파트,02,제주특별자치도 제주시 노형동 다랑곶4길 9 ,33.4877398182,126.4801462806,,,50,,,Y,2,2,2,2,2,2
3201,노형2차부영 아파트,02,제주특별자치도 제주시 노형동 754-4,33.476996958,126.4845870615,,,50,,,Y,3,3,3,3,3,3
3202,노형2차부영 아파트,02,제주특별자치도 제주시 노형동 754-4,33.476996958,126.4845870615,,,50,,,Y,3,3,3,3,3,3
3203,노형2차부영 아파트,02,제주특별자치도 제주시 노형동 754-4,33.476996958,126.4845870615,,,50,,,Y,2,2,2,2,2,2
3204,노형아이파크,02,제주특별자치도 제주시 노형동 원노형로 90,33.4804329274,126.4835037193,,,50,,,Y,3,3,3,3,3,3
3205,노형아이파크,02,제주특별자치도 제주시 노형동 원노형로 90,33.4804329274,126.4835037193,,,50,,,Y,2,2,2,2,2,2
3206,노형지구중흥S클래스 아파트,06,제주특별자치도 제주시 노형동 광평동로 66,33.4850645569,126.467560591,,,50,,,Y,3,3,3,3,3,3
3207,노형지구중흥S클래스 아파트,02,제주특별자치도 제주시 노형동 광평동로 66,33.4850645569,126.467560591,,,50,,,Y,3,3,3,3,3,3
3208,노형지구중흥S클래스 아파트,02,제주특별자치도 제주시 노형동 광평동로 66,33.4850645569,126.467560591,,,50,,,Y,3,3,3,3,3,3
3209,노형해든빌,02,제주특별자치도 제주시 노형동 원노형2길 38 ,33.4829202258,126.481513538,,,50,,,Y,2,2,2,2,2,2
3210,노형해든빌,02,제주특별자치도 제주시 노형동 원노형2길 38 ,33.4829202258,126.481513538,,,50,,,Y,3,3,3,3,3,3
3211,도남1차e-편한세상,06,제주특별자치도 제주시 도남동 오남로 7-13,33.4957918247,126.521992769,,,50,,,Y,9,9,9,9,9,9
3212,루온토빌리지,02,제주특별자치도 제주시 오라이동 연북로 234,33.4801810123,126.5066500505,,,50,,,Y,3,3,3,3,3,3
3213,루온토빌리지,02,제주특별자치도 제주시 오라이동 연북로 234,33.4801810123,126.5066500505,,,50,,,Y,2,2,2,2,2,2
3214,미듬아뜨리에 아파트,06,제주특별자치도 제주시 삼도이동 중앙로26길 25,33.5051203004,126.522617355,,,50,,,Y,2,2,2,2,2,2
3215,방선문05차빌리지,02,제주특별자치도 제주시 아라일동 아란1길 30,33.4748542214,126.5394072771,,,50,,,Y,2,2,2,2,2,2
3216,방선문05차빌리지,02,제주특별자치도 제주시 아라일동 아란1길 30,33.4748542214,126.5394072771,,,50,,,Y,2,2,2,2,2,2
3217,방선문2차빌리지,02,제주특별자치도 제주시 아라이동 아봉로 69,33.4786342814,126.5503656306,,,50,,,Y,9,9,9,9,9,9
3218,방선문2차빌리지,02,제주특별자치도 제주시 아라이동 아봉로 69,33.4786342814,126.5503656306,,,50,,,Y,9,9,9,9,9,9
3219,방선문3차빌리지,02,제주특별자치도 제주시 도남동 629,33.486389145,126.5264645636,,,50,,,Y,3,3,3,3,3,3
3220,방선문3차빌리지,02,제주특별자치도 제주시 도남동 629,33.486389145,126.5264645636,,,50,,,Y,3,3,3,3,3,3
3221,방선문4차빌리지,02,제주특별자치도 제주시 도남동 642-1,33.4862601925,126.5257508143,,,50,,,Y,9,9,9,9,9,9
3222,방선문4차빌리지,02,제주특별자치도 제주시 도남동 642-1,33.4862601925,126.5257508143,,,50,,,Y,9,9,9,9,9,9
3223,봉개블루힐,02,제주특별자치도 제주시 봉개동 봉개대동10길 12,33.4869394781,126.5997064409,,,50,,,Y,2,2,2,2,2,2
3224,봉개블루힐,02,제주특별자치도 제주시 봉개동 봉개대동10길 12,33.4869394781,126.5997064409,,,50,,,Y,2,2,2,2,2,2
3225,삼부비치 아파트,02,제주특별자치도 제주시 삼양이동 지석15길 30 ,33.5240247103,126.5857011161,,,50,,,Y,2,2,2,2,2,2
3226,삼부비치 아파트,02,제주특별자치도 제주시 삼양이동 지석15길 30 ,33.5240247103,126.5857011161,,,50,,,Y,2,2,2,2,2,2
3227,신화위더스빌,02,제주특별자치도 제주시 오라이동 연북로 204 ,33.4808299209,126.5029796635,,,50,,,Y,3,3,3,3,3,3
3228,아델리움,02,제주특별자치도 제주시 연동 과원로 118 ,33.4799021744,126.4938441128,,,50,,,Y,2,2,2,2,2,2
3229,아라뜨래별연립주택,02,제주특별자치도 제주시 아라이동 인다1길 15,33.4766179864,126.551271164,,,50,,,Y,3,3,3,3,3,3
3230,아라뜨래별연립주택,02,제주특별자치도 제주시 아라이동 인다1길 15,33.4766179864,126.551271164,,,50,,,Y,3,3,3,3,3,3
3231,아라미화 아파트,02,제주특별자치도 제주시 아라일동 아란12길 8,33.470495895,126.5447748431,,,50,,,Y,2,2,2,2,2,2
3232,아라미화 아파트,02,제주특별자치도 제주시 아라일동 아란12길 8,33.470495895,126.5447748431,,,50,,,Y,3,3,3,3,3,3
3233,아라아이파크,06,제주특별자치도 제주시 아라일동 인다1길 20,33.4775731335,126.5501258128,,,50,,,Y,9,9,9,9,9,9
3234,아라아이파크,02,제주특별자치도 제주시 아라일동 인다1길 20,33.4775731335,126.5501258128,,,50,,,Y,9,9,9,9,9,9
3235,아라아이파크,02,제주특별자치도 제주시 아라일동 인다1길 20,33.4775731335,126.5501258128,,,50,,,Y,9,9,9,9,9,9
3236,아라아이파크,02,제주특별자치도 제주시 아라일동 인다1길 20,33.4775731335,126.5501258128,,,50,,,Y,9,9,9,9,9,9
3237,아라원신 아파트,02,제주특별자치도 제주시 아라일동 중앙로 578,33.4715285843,126.5441368734,,,50,,,Y,2,2,2,2,2,2
3238,아이고운힐C,02,제주특별자치도 제주시 오라삼동 연오로 61-19 ,33.4881985734,126.5031872075,,,50,,,Y,2,2,2,2,2,2
3239,아이고운힐C,02,제주특별자치도 제주시 오라삼동 연오로 61-19 ,33.4881985734,126.5031872075,,,50,,,Y,2,2,2,2,2,2
3240,아이린4차 아파트,02,제주특별자치도 제주시 이도일동 동광로 35 ,33.5027422104,126.5326303182,,,50,,,Y,9,9,9,9,9,9
3241,아이린4차 아파트,02,제주특별자치도 제주시 이도일동 동광로 35 ,33.5027422104,126.5326303182,,,50,,,Y,9,9,9,9,9,9
3242,에덴빌리지2차,06,제주특별자치도 제주시 조천읍 조천우회로 527,33.531402925,126.665493889,,,50,,,Y,5,5,5,5,5,5
3243,에덴빌리지2차,02,제주특별자치도 제주시 조천읍 조천우회로 527,33.531402925,126.665493889,,,50,,,Y,2,2,2,2,2,2
3244,에덴빌리지2차,02,제주특별자치도 제주시 조천읍 조천우회로 527,33.531402925,126.665493889,,,50,,,Y,2,2,2,2,2,2
3245,연동2차미화주택,02,제주특별자치도 제주시 연동 선덕로8길 20,33.4837345492,126.500660546,,,50,,,Y,2,2,2,2,2,2
3246,연동아델하임 아파트,02,제주특별자치도 제주시 연동 신대로 161 ,33.4826795727,126.4966210852,,,50,,,Y,2,2,2,2,2,2
3247,연동한일시티,06,제주특별자치도 제주시 연동 2325-7,33.4916011444,126.4885507847,,,50,,,Y,9,9,9,9,9,9
3248,연동한일시티,02,제주특별자치도 제주시 연동 2325-7,33.4916011444,126.4885507847,,,50,,,Y,9,9,9,9,9,9
3249,연동한일시티,02,제주특별자치도 제주시 연동 2325-7,33.4916011444,126.4885507847,,,50,,,Y,9,9,9,9,9,9
3250,오등동 진평연립주택,02,제주특별자치도 제주시 오등동 오등8길 16,33.4707519681,126.5246046036,,,50,,,Y,9,9,9,9,9,9
3251,오등동 진평연립주택,02,제주특별자치도 제주시 오등동 오등8길 16,33.4707519681,126.5246046036,,,50,,,Y,9,9,9,9,9,9
3252,오하임타운하우스,02,제주특별자치도 제주시 오라이동 연오로 103,33.4844123123,126.5023954022,,,50,,,Y,3,3,3,3,3,3
3253,오하임타운하우스,02,제주특별자치도 제주시 오라이동 연오로 103,33.4844123123,126.5023954022,,,50,,,Y,3,3,3,3,3,3
3254,일도2차신천지,06,제주특별자치도 제주시 일도이동 천수로 92,33.5061181955,126.5463276109,,,50,,,Y,3,3,3,3,3,3
3255,일도2차신천지,02,제주특별자치도 제주시 일도이동 천수로 92,33.5061181955,126.5463276109,,,50,,,Y,3,3,3,3,3,3
3256,정원파인즈 10차,06,제주특별자치도 제주시 도남동 137-4,33.4882539724,126.5284428725,,,50,,,Y,9,9,9,9,9,9
3257,정원파인즈 10차,02,제주특별자치도 제주시 도남동 137-4,33.4882539724,126.5284428725,,,50,,,Y,9,9,9,9,9,9
3258,제일빌리지,02,제주특별자치도 제주시 애월읍 중산간서로 6703-11,33.4622708055,126.4450203549,,,50,,,Y,3,3,3,3,3,3
3259,제일빌리지,02,제주특별자치도 제주시 애월읍 중산간서로 6703-11,33.4622708055,126.4450203549,,,50,,,Y,2,2,2,2,2,2
3260,제일일출연립주택,06,제주특별자치도 제주시 해안동 해안마을북길 13-13,33.4645030247,126.4498468089,,,50,,,Y,2,2,2,2,2,2
3261,제일일출연립주택,02,제주특별자치도 제주시 해안동 해안마을북길 13-13,33.4645030247,126.4498468089,,,50,,,Y,2,2,2,2,2,2
3262,제주고성LH 아파트,06,제주특별자치도 제주시 애월읍 고성서3길 15-5,33.4656792324,126.4107262071,,,50,,,Y,9,9,9,9,9,9
3263,제주노형삼환3차 아파트,02,제주특별자치도 제주시 노형동 월랑북길 18,33.4911343514,126.4760887034,,,50,,,Y,2,2,2,2,2,2
3264,제주노형삼환3차 아파트,02,제주특별자치도 제주시 노형동 월랑북길 18,33.4911343514,126.4760887034,,,50,,,Y,3,3,3,3,3,3
3265,제주도련LH 아파트,06,제주특별자치도 제주시 도련1동 1618,33.5078683156,126.5889939606,,,50,,,Y,2,2,2,2,2,2
3266,제주도련LH 아파트,02,제주특별자치도 제주시 도련1동 1618,33.5078683156,126.5889939606,,,50,,,Y,2,2,2,2,2,2
3267,제주도련LH 아파트,02,제주특별자치도 제주시 도련1동 1618,33.5078683156,126.5889939606,,,50,,,Y,3,3,3,3,3,3
3268,제주부영1차 아파트,06,제주특별자치도 제주시 노형동 원노형로 93,33.4804125611,126.4855437573,,,50,,,Y,2,2,2,2,2,2
3269,제주삼화1단지LH 아파트,06,제주특별자치도 제주시 화북일동 화삼북로2길 12,33.5165343052,126.57611418,,,50,,,Y,2,2,2,2,2,2
3270,제주삼화1단지LH 아파트,02,제주특별자치도 제주시 화북일동 화삼북로2길 12,33.5165343052,126.57611418,,,50,,,Y,2,2,2,2,2,2
3271,제주삼화1단지LH 아파트,02,제주특별자치도 제주시 화북일동 화삼북로2길 12,33.5165343052,126.57611418,,,50,,,Y,2,2,2,2,2,2
3272,제주삼화1단지LH 아파트,02,제주특별자치도 제주시 화북일동 화삼북로2길 12,33.5165343052,126.57611418,,,50,,,Y,2,2,2,2,2,2
3273,제주삼화3단지LH 아파트,06,제주특별자치도 제주시 도련이동 화삼로 110,33.5139135518,126.5849528339,,,50,,,Y,9,9,9,9,9,9
3274,제주삼화3단지LH 아파트,02,제주특별자치도 제주시 도련이동 화삼로 110,33.5139135518,126.5849528339,,,50,,,Y,9,9,9,9,9,9
3275,제주삼화3단지LH 아파트,02,제주특별자치도 제주시 도련이동 화삼로 110,33.5139135518,126.5849528339,,,50,,,Y,2,2,2,2,2,2
3276,제주삼화3단지LH 아파트,02,제주특별자치도 제주시 도련이동 화삼로 110,33.5139135518,126.5849528339,,,50,,,Y,9,9,9,9,9,9
3277,제주아라LH 아파트,06,제주특별자치도 제주시 아라일동 인다12길 2,33.4730004682,126.5472189152,,,50,,,Y,9,9,9,9,9,9
3278,제주아라LH 아파트,02,제주특별자치도 제주시 아라일동 인다12길 2,33.4730004682,126.5472189152,,,50,,,Y,9,9,9,9,9,9
3279,제주아라LH 아파트,02,제주특별자치도 제주시 아라일동 인다12길 2,33.4730004682,126.5472189152,,,50,,,Y,9,9,9,9,9,9
3280,제주아라LH 아파트,02,제주특별자치도 제주시 아라일동 인다12길 2,33.4730004682,126.5472189152,,,50,,,Y,9,9,9,9,9,9
3281,제주아라스위첸 아파트,06,제주특별자치도 제주시 아라일동 아란9길 22,33.4741031741,126.5420793123,,,50,,,Y,3,3,3,3,3,3
3282,제주아라스위첸 아파트,02,제주특별자치도 제주시 아라일동 아란9길 22,33.4741031741,126.5420793123,,,50,,,Y,3,3,3,3,3,3
3283,제주아라스위첸 아파트,02,제주특별자치도 제주시 아라일동 아란9길 22,33.4741031741,126.5420793123,,,50,,,Y,2,2,2,2,2,2
3284,제주아라스위첸 아파트,02,제주특별자치도 제주시 아라일동 아란9길 22,33.4741031741,126.5420793123,,,50,,,Y,3,3,3,3,3,3
3285,제주외도아름마을LH 아파트,06,제주특별자치도 제주시 외도일동 우정로18길 25,33.4842268587,126.4284656823,,,50,,,Y,2,2,2,2,2,2
3286,제주으뜸마을LH 아파트,06,제주특별자치도 제주시 노형동 진군1길 3,33.4786092797,126.481194937,,,50,,,Y,9,9,9,9,9,9
3287,제주으뜸마을LH 아파트,02,제주특별자치도 제주시 노형동 진군1길 3,33.4786092797,126.481194937,,,50,,,Y,9,9,9,9,9,9
3288,제주으뜸마을LH 아파트,02,제주특별자치도 제주시 노형동 진군1길 3,33.4786092797,126.481194937,,,50,,,Y,9,9,9,9,9,9
3289,제주정든마을1단지LH 아파트,02,제주특별자치도 제주시 노형동 정존11길 54,33.4887362672,126.4744202677,,,50,,,Y,2,2,2,2,2,2
3290,제주정든마을1단지LH 아파트,02,제주특별자치도 제주시 노형동 정존11길 54,33.4887362672,126.4744202677,,,50,,,Y,2,2,2,2,2,2
3291,제주정든마을1단지LH 아파트,02,제주특별자치도 제주시 노형동 정존11길 54,33.4887362672,126.4744202677,,,50,,,Y,3,3,3,3,3,3
3292,제주정든마을3단지LH 아파트,02,제주특별자치도 제주시 노형동 정존11길 68,33.4904300693,126.4724430547,,,50,,,Y,2,2,2,2,2,2
3293,제주하귀2단지LH 아파트,06,제주특별자치도 제주시 애월읍 하귀9길 71,33.481204156,126.4152001842,,,50,,,Y,2,2,2,2,2,2
3294,제주하귀휴먼시아1단지,06,제주특별자치도 제주시 애월읍 하귀9길 45,33.4837387829,126.4165947874,,,50,,,Y,3,3,3,3,3,3
3295,제주한림LH 아파트,06,제주특별자치도 제주시 한림읍 대림4길 20,33.4189327387,126.2659160878,,,50,,,Y,2,2,2,2,2,2
3296,제주한림LH 아파트,02,제주특별자치도 제주시 한림읍 대림4길 20,33.4189327387,126.2659160878,,,50,,,Y,2,2,2,2,2,2
3297,제주화북3LH 아파트,06,제주특별자치도 제주시 화북일동 동화로1길 35,33.5196101176,126.5770464067,,,50,,,Y,9,9,9,9,9,9
3298,제주화북3LH 아파트,02,제주특별자치도 제주시 화북일동 동화로1길 35,33.5196101176,126.5770464067,,,50,,,Y,9,9,9,9,9,9
3299,제주화북3LH 아파트,02,제주특별자치도 제주시 화북일동 동화로1길 35,33.5196101176,126.5770464067,,,50,,,Y,9,9,9,9,9,9
3300,하귀모던빌,02,제주특별자치도 제주시 애월읍 하귀1리 627,33.48384493223,126.4108270208,,,50,,,Y,2,2,2,2,2,2
3301,해오름 아파트,06,제주특별자치도 제주시 노형동 연화로 16,33.4808592043,126.4862813441,,,50,,,Y,2,2,2,2,2,2
3302,해오름 아파트,02,제주특별자치도 제주시 노형동 연화로 16,33.4808592043,126.4862813441,,,50,,,Y,3,3,3,3,3,3
3303,해오름 아파트,02,제주특별자치도 제주시 노형동 연화로 16,33.4808592043,126.4862813441,,,50,,,Y,3,3,3,3,3,3
3304,현대3노형부영5차 아파트,06,제주특별자치도 제주시 노형동 754,33.4782233159,126.4837664354,,,50,,,Y,2,2,2,2,2,2
3305,현대3차 아파트,06,제주특별자치도 제주시 용담이동 성화로6길 46,33.5107085782,126.51020081,,,50,,,Y,9,9,9,9,9,9
3306,현일 아파트,06,제주특별자치도 제주시 삼도일동 충효길 45,33.5085794357,126.5190510205,,,50,,,Y,9,9,9,9,9,9
3307,혜성대유 아파트,06,제주특별자치도 제주시 일도이동 연수로 40,33.5058543277,126.5451795801,,,50,,,Y,3,3,3,3,3,3
3308,화북1 아파트,06,제주특별자치도 제주시 화북일동 동화로1길 11 ,33.5207151004,126.5753575234,,,50,,,Y,2,2,2,2,2,2
